Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0162697,INS-000732483,04/09/2024,2024,BA-1108829-2022,BOLLA OPERATING CORP.,KINGS ATLANTIC MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1143,ATLANTIC AVE,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3348528,3020220001,BK61,40.67876423,-73.95315268
A0162433,INS-000732017,04/08/2024,2024,BA-1102447-2022,BKS FUEL CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,9403,CORONA AVE,,,,ELMHURST,NY,11373,Queens,404,25,4040134,4016040001,QN29,40.74231801,-73.86956916
A0162466,INS-000732088,04/08/2024,2024,BA-1564753-2022,SHAKTI PETROLEUM CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,15409,UNION TPKE,,,,FLUSHING,NY,11367,Queens,408,24,4147724,4068170032,QN37,40.71975226,-73.80967427
A0162491,INS-000732163,04/08/2024,2024,BA-1422636-2022,MERCY GAS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,4220,BRONX BLVD,,,,BRONX,NY,10466,Bronx,212,11,2068022,2049930015,BX44,40.89521347,-73.86084143
A0161417,INS-000730293,04/02/2024,2024,BA-1103217-2022,"Armstrong Auto Center, Inc.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,630,ARTHUR KILL RD,,,,STATEN ISLAND,NY,10308,Staten Island,503,51,5073072,5054940088,SI54,40.56069812,-74.16287696
A0162065,INS-000731374,04/04/2024,2024,BA-1161233-2022,CPG DISTRIBUTION CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1121,PENNSYLVANIA AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3098072,3044130028,BK82,40.65326833,-73.8866529
A0161167,INS-000729834,04/01/2024,2024,BA-1440626-2022,NEW SPRINGVILLE BP CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,2443,RICHMOND AVE,,,,STATEN ISLAND,NY,10314,Staten Island,502,51,5039656,5024000060,SI24,40.58843541,-74.16790601
A0161171,INS-000729843,04/01/2024,2024,BA-1119655-2022,BOLLA OPERATING CORP.,BOLLA 130-37 MERRICK BLVD,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1193,MYRTLE AVE,,,,BROOKLYN,NY,11221,Brooklyn,304,34,3072430,3031820001,BK78,40.69724574,-73.93293718
A0160887,INS-000729309,03/28/2024,2024,BA-1076119-2022,ASTORIA AUTO CENTER INC.,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,4008,30TH AVE,,,,ASTORIA,NY,11103,Queens,401,22,4011283,4006810114,QN70,40.76372812,-73.91466911
A0160902,INS-000729341,03/28/2024,2024,BA-1680041-2023,AMG RETAIL I LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,70,MAJOR DEEGAN  EXPRESSWAY,,,,BRONX,NY,10471,Bronx,226,11,2123993,2059000001,BX99,40.89486667,-73.88216454
A0160849,INS-000729231,03/28/2024,2024,BA-1557075-2022,SUTPHIN SERVICE STATION INC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,11660,SUTPHIN BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4260449,4120080034,QN76,40.6809467,-73.79224099
A0160581,INS-000728806,03/27/2024,2024,BA-1092684-2022,BOLLA OPERATING CORP.,BOLLA 137-21 LIBERTY C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1680,RICHMOND AVE,,,,STATEN ISLAND,NY,10314,Staten Island,502,50,5036645,5021600001,SI05,40.60765687,-74.16244771
A0160769,INS-000729098,03/28/2024,2024,BA-1224509-2022,FUEL INNOVATIONS INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,1,0,3,Confiscated,Complete Address,880,GARRISON AVE,,,,BRONX,NY,10474,Bronx,202,17,2098685,2027390001,BX27,40.81675964,-73.89236444
A0160597,INS-000728831,03/27/2024,2024,BA-1336815-2022,H & K MART INC.,SHELL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,2001,CROPSEY AVE,,,,BROOKLYN,NY,11214,Brooklyn,311,47,3168802,3064420005,BK27,40.60013836,-74.00270079
A0160573,INS-000728790,03/27/2024,2024,BA-1078824-2022,ASTORIA CENTER INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,4402,ASTORIA BLVD,,,,ASTORIA,NY,11103,Queens,401,22,4012858,4007170029,QN70,40.76820154,-73.90692683
A0160281,INS-000728310,03/26/2024,2024,BA-1097546-2022,BOLLA OPERATING CORP.,MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,2773,NOSTRAND AVE,,,,BROOKLYN,NY,11210,Brooklyn,318,45,3336767,3076840022,BK58,40.61683828,-73.94498007
A0160289,INS-000728320,03/26/2024,2024,BA-1586280-2023,BP PRODUCTS NORTH AMERICA INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1705,RICHMOND AVE,,,,STATEN ISLAND,NY,10314,Staten Island,502,50,5034975,5020720042,SI05,40.60703664,-74.16238137
A0160303,INS-000728343,03/26/2024,2024,BA-1543960-2022,SPEEDWAY LLC,SPEEDWAY#07877,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,2121,FOREST AVE,,,,STATEN ISLAND,NY,10303,Staten Island,501,49,5027905,5012340001,SI12,40.62648952,-74.16006547
A0160105,INS-000728008,03/25/2024,2024,BA-1550287-2022,ZAKI'S SERVICE II INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,2590,BAILEY AVE,,,,BRONX,NY,10463,Bronx,207,14,2015168,2032390001,BX30,40.8693367,-73.90750479
A0160051,INS-000727913,03/25/2024,2024,BA-1554196-2022,S & J SERVICE STATION INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,7209,MAIN ST,,,,FLUSHING,NY,11367,Queens,408,24,4315233,4066600001,QN37,40.72640282,-73.82166954
A0160054,INS-000727919,03/25/2024,2024,BA-1683551-2024,"DREAM FRAME SERVICE, LLC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,24302,S CONDUIT AVE,,,,ROSEDALE,NY,11422,Queens,413,31,4289117,4135990025,QN05,40.66526744,-73.73555362
A0160036,INS-000727889,03/25/2024,2024,BA-1308015-2022,"JECLAP ,LLP",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,1285,BEDFORD AVE,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3053879,3018650003,BK61,40.67932414,-73.9530946
A0159637,INS-000727026,03/21/2024,2024,BA-1432226-2022,NOR COOPER SERVICE CENTER INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,6515,COOPER AVE,,,,GLENDALE,NY,11385,Queens,405,30,4087254,4036000060,QN19,40.69869091,-73.88871065
A0159780,INS-000727273,03/22/2024,2024,BA-1199849-2022,FAITH ENERGY INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,644,BUSHWICK AVE,,,,BROOKLYN,NY,11221,Brooklyn,304,34,3072435,3031820018,BK78,40.69769865,-73.93298
A0159782,INS-000728146,03/22/2024,2024,BA-1470810-2022,MAYSALAH CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,3402,31ST ST,,,,ASTORIA,NY,11106,Queens,401,22,4008138,4006070029,QN70,40.75942214,-73.92746369
A0159782,INS-000728146,03/22/2024,2024,BA-1470810-2022,MAYSALAH CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Single,2,1,3,Confiscated,Complete Address,3402,31ST ST,,,,ASTORIA,NY,11106,Queens,401,22,4008138,4006070029,QN70,40.75942214,-73.92746369
A0159830,INS-000727325,03/22/2024,2024,BA-1116075-2022,AVENUE T GAS INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,2317,CONEY ISLAND AVE,,,,BROOKLYN,NY,11223,Brooklyn,315,48,3197870,3073150001,BK25,40.60021423,-73.96132459
A0159450,INS-000726668,03/20/2024,2024,BA-1087639-2022,BOLLA OPERATING CORP.,MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,868,ARTHUR KILL RD,,,,STATEN ISLAND,NY,10312,Staten Island,503,51,5073740,5055330077,SI54,40.56099063,-74.16938819
A0158852,INS-000725652,03/18/2024,2024,BA-1599025-2023,THORNTONS LLC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,21801,NORTHERN BLVD,,,,BAYSIDE,NY,11361,Queens,411,19,4138676,4063210021,QN46,40.76112673,-73.76371554
A0158921,INS-000725764,03/18/2024,2024,BA-1098153-2022,BAYSIDE ENTERPRISES INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,21902,HORACE HARDING EXPY,,,,BAYSIDE,NY,11364,Queens,411,23,4162174,4076090001,QN42,40.74835049,-73.75870453
A0159324,INS-000726474,03/20/2024,2024,BA-1245341-2022,"CICERO'S SERVICE CENTER, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1650,FOREST AVE,,,,STATEN ISLAND,NY,10302,Staten Island,501,50,5028777,5014380001,SI28,40.62491927,-74.14360954
A0158882,INS-000725698,03/18/2024,2024,BA-1102370-2022,BOLLA OPERATING CORP.,KINGS CROSSBAY SUNOCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,13545,CROSSBAY BLVD,,,,OZONE PARK,NY,11417,Queens,410,32,4248405,4115120027,QN56,40.67303471,-73.84325478
A0158662,INS-000725239,03/15/2024,2024,BA-1228541-2022,FINEST OF THE FINE CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,3,Confiscated,Complete Address,2642,FULTON ST,,,,BROOKLYN,NY,11207,Brooklyn,305,37,3083289,3036700018,BK82,40.67722084,-73.89707094
A0158508,INS-000724951,03/14/2024,2024,BA-1423591-2022,NAV AUTO GROUP CORP,NAV AUTO GROUP CORP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,1780,CONEY ISLAND AVE,,,,BROOKLYN,NY,11230,Brooklyn,312,44,3174024,3065920024,BK46,40.61396351,-73.96313914
A0158512,INS-000724958,03/14/2024,2024,BA-1331433-2022,LINDEN BLVD. SERVICE STATION CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,11321,MERRICK BLVD,,,,JAMAICA,NY,11433,Queens,412,27,4219351,4102870001,QN08,40.69191838,-73.77939459
A0158287,INS-000724525,03/13/2024,2024,BA-1102322-2022,BOLLA OPERATING CORP.,KINGS HYLAN C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,2150,HYLAN BLVD,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5053545,5036900001,SI45,40.57808515,-74.10216791
A0158290,INS-000724531,03/13/2024,2024,BA-1458771-2022,MM PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,3904,SKILLMAN AVE,,,,SUNNYSIDE,NY,11104,Queens,402,26,4002425,4001870019,QN31,40.74739597,-73.92522114
A0158291,INS-000724536,03/13/2024,2024,BA-1083325-2022,"AMBOY SERVICE STATION, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,3701,AMBOY RD,,,,STATEN ISLAND,NY,10308,Staten Island,503,51,5062701,5046450140,SI54,40.55302046,-74.14254818
A0157634,INS-000723404,03/08/2024,2024,BA-1086816-2022,3055 WESTCHESTER PETROLEUM LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,3055,WESTCHESTER AVENUE,,,,BRONX,NY,10461,Bronx,210,13,,,,40.84796529,-73.831316
A0158064,INS-000724132,03/12/2024,2024,BA-1130219-2022,2151 OIL CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,2151,FOREST AVE,,,,STATEN ISLAND,NY,10303,Staten Island,501,49,5028122,5012490006,SI12,40.62657349,-74.16086543
A0158011,INS-000724033,03/12/2024,2024,BA-1315444-2022,H & H FOOD & GROCERY CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1881,FOREST AVE,,,,STATEN ISLAND,NY,10303,Staten Island,501,49,5107138,5011830005,SI12,40.62546607,-74.15170538
A0157482,INS-000723114,03/07/2024,2024,BA-1570191-2023,GLOBAL MONTELLO GROUP CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,5092,NORTHERN BLVD,,,,LONG ISLAND CITY,NY,11101,Queens,401,26,4000827,4001200084,QN31,40.75303453,-73.91096159
A0156578,INS-000721464,03/01/2024,2024,BA-1169521-2022,CONDUIT GAS & MART INC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,586,CONDUIT BLVD,,,,BROOKLYN,NY,11208,Brooklyn,305,42,3094772,3042190001,BK82,40.676431,-73.86811895
A0157422,INS-000723006,03/07/2024,2024,BA-1466150-2022,"MARINE PARK CAR CARE CENTER, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,3095,AVENUE U,,,,BROOKLYN,NY,11229,Brooklyn,315,46,3199331,3073410018,BK44,40.6013912,-73.93561187
A0157213,INS-000722657,03/06/2024,2024,BA-1234144-2022,D Z GAS CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,2509,VICTORY BLVD,,,,STATEN ISLAND,NY,10314,Staten Island,501,50,5013158,5004860008,SI07,40.61018663,-74.1468301
A0156541,INS-000721410,03/01/2024,2024,BA-1387832-2022,NACMIAS SERVICE CENTER LLC,MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,619,CONEY ISLAND AVE,,,,BROOKLYN,NY,11218,Brooklyn,314,39,3118170,3051410053,BK42,40.64215713,-73.96961315
A0157134,INS-000722537,03/06/2024,2024,BA-1512424-2022,SPEEDWAY LLC,SPEEDWAY #07597,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,No Fee Gas Pump,1,0,3,Confiscated,Complete Address,2488,HYLAN BLVD,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5055331,5039000012,SI45,40.57069211,-74.10952112
A0156773,INS-000721871,03/04/2024,2024,BA-1549790-2022,RAY STEPHENS GAS INC. II,Conoco,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1610,UTICA AVE,,,,BROOKLYN,NY,11234,Brooklyn,318,45,3213510,3077330001,BK58,40.63317164,-73.92840795
A0156432,INS-000721099,02/29/2024,2024,BA-1583390-2023,ROYALTY AUTO SALES INC.,Shell,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1234,FOREST AVE,,,,STATEN ISLAND,NY,10310,Staten Island,501,50,5009704,5003540032,SI07,40.62632598,-74.13097148
A0156233,INS-000720705,02/28/2024,2024,BA-1104553-2022,AMG RETAIL I LLC,AMG #98,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,441,UTICA AVE,,,,BROOKLYN,NY,11203,Brooklyn,317,41,3327538,3045910001,BK60,40.66264978,-73.93153379
A0175996,INS-000758038,07/01/2024,2024,BA-1111990-2022,ANMOL FOOD MART INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,1,3,Confiscated,Complete Address,16302,LINDEN BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4575014,4123270021,QN76,40.68893,-73.7855669
A0167528,INS-000740877,05/06/2024,2024,BA-1334667-2022,Lukoil North America LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,9616,FLATLANDS AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3230108,3082040042,BK50,40.6432743,-73.90124919
A0167553,INS-000740937,05/06/2024,2024,BA-1096297-2022,9005 MYRTLE CORP.,SHELL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,2,3,Confiscated,Complete Address,9005,MYRTLE AVE,,,,GLENDALE,NY,11385,Queens,406,32,4094997,4038830029,QN19,40.70254237,-73.85473011
A0167444,INS-000740685,05/03/2024,2024,BA-1515931-2022,SRM FUEL CORP,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,3936,10TH AVE,,,,NEW YORK,NY,10034,Manhattan,112,10,1064794,1022230034,MN01,40.86649525,-73.91745493
A0167409,INS-000740617,05/03/2024,2024,BA-1679322-2023,AMG RETAIL I. LLC,Mobile,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,2,3,Confiscated,Complete Address,196-03,GRAND CENTRAL PARKWAY,,,,HOLLIS,NY,11423,Queens,408,23,4552141,4200069999,QN99,40.72510641,-73.77146297
A0167203,INS-000740190,05/02/2024,2024,BA-1475678-2022,SOUTHERN FUELS LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,766,SOUTHERN BLVD,,,,BRONX,NY,10455,Bronx,202,17,2129343,2027290050,BX33,40.81536697,-73.89718243
A0167097,INS-000740038,05/02/2024,2024,BA-1517127-2022,TIKA PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,6778,HYLAN BLVD,,,,STATEN ISLAND,NY,10309,Staten Island,503,51,5087332,5077340013,SI11,40.50789796,-74.22924381
A0167108,INS-000740051,05/02/2024,2024,BA-1678261-2023,AMG Retail I llc,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,10702,GRAND CENTRAL PKWY,,,,EAST ELMHURST,NY,11369,Queens,403,21,4596215,4200119999,QN27,40.76774261,-73.86479733
A0167060,INS-000739981,05/02/2024,2024,BA-1514015-2022,"VALLEY GAS, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,2,3,Confiscated,Complete Address,6937,AMBOY RD,,,,STATEN ISLAND,NY,10309,Staten Island,503,51,5107880,5080070047,SI11,40.51743678,-74.23170783
A0166395,INS-000738846,04/30/2024,2024,BA-1565817-2022,STAR SERVICE STATION INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,22820,MERRICK BLVD,,,,LAURELTON,NY,11413,Queens,413,31,4282539,4131550035,QN66,40.67660146,-73.74194757
A0166809,INS-000739538,05/01/2024,2024,BA-1595314-2023,RDP PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,1724,WEBSTER AVE,,,,BRONX,NY,10457,Bronx,203,15,2009422,2028980016,BX01,40.84387595,-73.90307658
A0166733,INS-000739433,05/01/2024,2024,BA-1111966-2022,BOLLA OPERATING CORP.,BOLLA 700 SOUTH AVE C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,700,SOUTH AVE,,,,STATEN ISLAND,NY,10303,Staten Island,501,49,5136116,5017150001,SI12,40.6223583,-74.16797334
A0166485,INS-000738980,04/30/2024,2024,BA-1199453-2022,CITY FUELS LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,4353,BROADWAY,,,,NEW YORK,NY,10033,Manhattan,112,10,1064428,1021800140,,40.85334788,-73.93413171
A0166096,INS-000738326,04/29/2024,2024,BA-1536615-2022,SPEEDWAY LLC,SPEEDWAY #07826,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,14827,LIBERTY AVE,,,,JAMAICA,NY,11435,Queens,412,27,4214635,4100330020,QN61,40.69709733,-73.80338103
A0166138,INS-000738407,04/29/2024,2024,BA-1595216-2023,HOOK CREEK OIL CORP,WAVE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,25959,FRANCIS LEWIS BLVD,,,,ROSEDALE,NY,11422,Queens,413,31,4290968,4136860005,QN05,40.65551163,-73.72698219
A0166178,INS-000738495,04/29/2024,2024,BA-1315942-2022,INWOOD AUTO SERVICE CORP.,CITGO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,4880,BROADWAY,,,,NEW YORK,NY,10034,Manhattan,112,10,1064914,1022350001,MN01,40.86710828,-73.9228196
A0165245,INS-000736945,04/24/2024,2024,BA-1107411-2022,ARDEN SHELL CORP.,SHELL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1769,ARTHUR KILL RD,,,,STATEN ISLAND,NY,10312,Staten Island,503,51,5077607,5059650055,SI05,40.56045439,-74.19590732
A0165045,INS-000736593,04/23/2024,2024,BA-1333213-2022,HORIZON STAR SERVICES LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,260,HAMILTON AVE,,,,BROOKLYN,NY,11231,Brooklyn,306,38,3395645,3005270001,BK33,40.67748095,-74.00217396
A0164798,INS-000736157,04/22/2024,2024,BA-1441691-2022,NAVY YARD GAS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Confiscated,Complete Address,168,FLUSHING AVE,,,,BROOKLYN,NY,11205,Brooklyn,302,35,3054129,3018730025,BK99,40.697791,-73.96958058
A0164829,INS-000736225,04/22/2024,2024,BA-1450755-2022,NYC FUEL INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,3,Confiscated,Complete Address,5080,BROADWAY,,,,NEW YORK,NY,10034,Manhattan,112,10,1064890,1022320031,MN01,40.87046509,-73.91506364
A0164679,INS-000735917,04/19/2024,2024,BA-1352942-2022,JNG SERVICE INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,3,Confiscated,Complete Address,1500,WILLIAMSBRIDGE RD,,,,BRONX,NY,10461,Bronx,211,13,2044204,2040820005,BX37,40.84457182,-73.84630947
A0164557,INS-000735752,04/19/2024,2024,BA-1546810-2022,SRENIK INC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,1379,HALSEY ST,,,,BROOKLYN,NY,11237,Brooklyn,304,37,3078715,3034070039,BK77,40.69576068,-73.9053763
A0164372,INS-000735451,04/18/2024,2024,BA-1194762-2022,FOSTER ISLAND CORPORATION,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,3,Confiscated,Complete Address,9702,FOSTER AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3229087,3081470061,BK82,40.64833392,-73.9056778
